Unique_ID,Department,Number,Title,Credits,Description
japn-3013,japn,3013,Advanced Japanese Listening and Speaking,3 Credit Hours.,"Prerequisite:JAPN 2223or concurrent enrollment inJAPN 2223. Designed to give intensive training in listening and speaking in Japanese for students who have successfully completed Japanese 2113. Develops students' understanding of functional ability of listening and speaking Japanese. Unique features of Japanese language and culture will be learned, including casual/polite speech, honorifics, giving-receiving verbs, a variety of new forms, such as transitive/intransitive, causative, passive, causative-passive forms. (F, Sp)"
japn-3113,japn,3113,Advanced Japanese I,3 Credit Hours.,"Prerequisite:JAPN 2223. Trains students in advanced Japanese language skills of speaking, listening, reading, and writing and introduces new grammatical forms, vocabularies and expressions. Prepares students to understand Japanese society. (F, Sp)"
japn-3223,japn,3223,Advanced Japanese II,3 Credit Hours.,Prerequisite:JAPN 3113or equivalent. An advanced course in conversation and composition covering cultural topics. Develops listening and speaking skills to communicate orally in authentic Japanese and expands spoken and written vocabulary knowledge. Presenting ideas in speech and composition effectively will be practiced. (Sp)
japn-3440,japn,3440,Mentored Research Experience,3 Credit Hours.,"0 to 3 hours. Prerequisites:ENGL 1113or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)"
japn-3960,japn,3960,Honors Reading,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: Admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. The topics will cover materials not usually presented in the regular courses. (F, Sp, Su)"
japn-3970,japn,3970,Honors Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Subjects covered vary. Deals with concepts not usually treated in regular courses. (Irreg.)
japn-3980,japn,3980,Honors Research,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: Admission to Honors Program. May be repeated; maximum credit six hours. Will provide an opportunity for the gifted Honors candidate to work at a special project in the student's field. (F, Sp, Su)"
japn-3990,japn,3990,Independent Study,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: 2223. May be repeated; maximum credit 12 hours. Contracted independent study for topic not currently offered in regularly scheduled courses. (F, Sp)"
japn-4013,japn,4013,Topics in Japanese Culture,3 Credit Hours.,Prerequisite:JAPN 2223. Offers students an opportunity to perfect their Japanese speaking skill and their understanding of Japanese culture. (F)
japn-4113,japn,4113,Japanese Language and Society I,3 Credit Hours.,"Prerequisite:JAPN 3223orJAPN 4543. May be repeated with change of content; maximum credit six hours. Designed to develop the advanced-level proficiency in reading and writing. Authentic reading materials on various topics will be used in combination with discussions, and oral and written reports. Emphasis is placed on strengthening correct usage of grammar and increasing knowledge of Kanji and compound terms using expressions and idioms in Japanese. (F)"
japn-4543,japn,4543,Introduction to Classical Japanese,3 Credit Hours.,"Prerequisite:JAPN 3223. Students will learn classical Japanese grammar, major Japanese literary texts, as well as Japanese customs in ancient Japan. (Sp)"
japn-4960,japn,4960,Directed Readings,1-4 Credit Hours.,1 to 4 hours. Prerequisite: good standing in University; permission of instructor and dean. May be repeated; maximum credit four hours. Designed for upper-division students who need opportunity to study a specific problem in greater depth than formal course content permits. (Irreg.)
japn-4970,japn,4970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Senior standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
japn-4990,japn,4990,Independent Study,1-3 Credit Hours.,"Prerequisite: junior standing and permission of instructor. May be repeated with change of content; maximum credit six hours. Contracted independent study on one or more topics not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (F, Sp, Su)"
japn-4993,japn,4993,Senior Capstone in Japanese,3 Credit Hours.,"Prerequisite:JAPN 4113. Examines Japanese modern literature with a focus on the questions of Japanese modernity, post-modernity, nationalism, and cultural identity. (Sp)[V]."
japn-5960,japn,5960,Directed Readings,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: graduate standing and permission of department. May be repeated; maximum credit twelve hours. Directed readings and/or literature reviews under the direction of a faculty member. (F, Sp, Su)"
japn-5970,japn,5970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Graduate standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
japn-5990,japn,5990,Independent Study,1-3 Credit Hours.,"Prerequisite: Graduate standing and permission of instructor. May be repeated with change of content; maximum credit 12 hours. Contracted independent study on one or more topics not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory and field projects. (F, Sp, Su)"
jmc-0123,jmc,0123,Fundamentals of Writing for the Media,3 Credit Hours.,"Emphasis will be on fundamentals of writing technique for journalists and other communicators, with a minimum of thirty writing assignments, most in a timed laboratory environment, but some on a take-home basis. Examination of information, logical arrangement of facts, and straightforward, literate writing of the material to prescribed length will be taught. Special attention given to fundamentals in grammar and syntax. Not acceptable for degree credit at the University of Oklahoma. Laboratory (F, Sp)"
jmc-1013,jmc,1013,Introduction to Media,3 Credit Hours.,"Development, scope, functions and information resources of mass media, emphasizing the role of professionals in solving contemporary problems in the mass media. (F, Sp) [I-O]
."
jmc-2033,jmc,2033,Media Writing & Storytelling,3 Credit Hours.,"Prerequisite: 1013 or concurrent enrollment; passage of the school's writing skills test, and permission of instructor. Introduction to journalistic writing: the expository and persuasive formats; supervised practice in writing for the print, broadcast and photographic media; study of professional demands of organizing and presenting information in the various media. Laboratory (F, Sp)"
jmc-2623,jmc,2623,Electronic Media Writing,3 Credit Hours.,"Prerequisite: 1013, 2033. Introduction to the various styles of writing used in broadcast and electronic media including narrative, promotional, news and documentary. (F, Sp)"
jmc-2644,jmc,2644,Introduction to Video Production,4 Credit Hours.,"Prerequisite: 1013. Provides an overview of both studio and location video production. Lecture, labs and self-paced study will examine production, writing and performance concepts and applications. (F)"
jmc-2683,jmc,2683,Survey of Electronic Media,3 Credit Hours.,"Prerequisite: 1013. Conceptual overview of electronic media in both the national and international contexts. Course will cover technology, history, ethics, regulation, programming, diversity, advertising, management and production. (F, Sp)"
jmc-2970,jmc,2970,Special Topics,1-3 Credit Hours.,1 to 3 hours. Prerequisite: sophomore standing. May be repeated with change of content; maximum credit nine hours. Deals with content and concepts not usually offered in regular coursework and/or special creative situations or projects. (Irreg.)
jmc-3003,jmc,3003,Multimedia Journalism,3 Credit Hours.,"Prerequisite: 2033. Introduces concepts and practices necessary for working in a multi-platform media environment. Provides instruction in the use of photographs, graphics, audio, video and the written word to create stories and content for print, broadcast and online media. (F, Sp, Su)"
jmc-3011,jmc,3011,Practicum,1 Credit Hour.,"Prerequisite: permission of instructor. May be repeated; maximum credit three hours, two hours may be in the same area. Sections include The Wire, tv programming and operations, Oklahoma Daily, radio station KGOU, OUNightly News, the Sooner Yearbook student staff members, and other JMC major co-curricular opportunities. Discussion and analysis of current problems. (F, Sp, Su)"
jmc-3013,jmc,3013,Multimedia News Gathering,3 Credit Hours.,"Prerequisite: 2033, 3003. Development of practical and professional methods of gathering news and information, including exercising news judgment, initiating story ideas, conducting research and interviewing, and producing news content for print, broadcast and online media. (F, Sp, Su)"
jmc-3023,jmc,3023,Feature Writing,3 Credit Hours.,"Prerequisite: 2033 and 3003. Recognition and development of ideas for feature stories for various media. Instruction in background research and interviewing methods, writing and rewriting to develop an individual writing style. Students research, write and rewrite a minimum of eight feature stories. (Irreg.)"
jmc-3043,jmc,3043,Community Journalism,3 Credit Hours.,"Prerequisite: 2033. The meaning of community is evolving with the importance of new media in the cultural mix. While geographical communities continue to define media consumers, so do online communities, ethnic and racial communities, gender communities and other ways of grouping together to find and exchange relevant information through the media. Explores a variety of forms of community journalism from its roots in the small town newspapers that have provided a verbal/visual town square for centuries to current redefinitions of the concept of community and the media manifestations of those redefinitions. (F, Sp)"
jmc-3063,jmc,3063,Introduction to Broadcast Journalism,3 Credit Hours.,"Prerequisite: 2033 and 3003, or concurrent enrollment or permission. Introduction to the professional standards, vocabulary, processes, and newsroom organization of broadcast news. Focus is on learning how a broadcast newsroom functions and the collaboration needed to create a productive and efficient newsroom environment. (F, Sp, Su)"
jmc-3083,jmc,3083,Business of Media,3 Credit Hours.,"Prerequisite: 2033 and completion of OU Math requirement. Explores the dual purpose of news and information media - the public service ethic rooted in journalism values and the financial interest rooted in business - and how the values of journalism co-exist and conflict with the values of business. (F, Sp)"
jmc-3103,jmc,3103,News Editing,3 Credit Hours.,"Prerequisite: 2033, 3003. Work on newspapers, including correction of errors of fact and expression. The factors considered in selection of news. Good taste in editing copy; avoidance of libel; headline writing; techniques of copy control; newspaper makeup and arrangement. Laboratory (F, Sp)"
jmc-3143,jmc,3143,Photojournalism,3 Credit Hours.,"Prerequisite:JMC 1013andJMC 2033, or permission from instructor. Course will sharpen your skills as a professional creator of photographic content. Learn to operate DSLR cameras. Learn how to deliver visual content on mobile & social media platforms along with basic video storytelling. (F)"
jmc-3153,jmc,3153,Magazine Industry and Issues,3 Credit Hours.,"Prerequisite: 2033. Examines development of the magazine industry and its current state, including ethical and legal issues and the impact of e-zines. Explores the trend toward niche magazines - including the strong ethnic/minority niche - and the specific requirements of magazine journalism, design and production. (F, Sp)"
jmc-3163,jmc,3163,Intro to Sports Journalism,3 Credit Hours.,"Prerequisite:JMC 1013,JMC 2033, or permission of instructor. Focus will be on the art of sports interviewing and sports writing. Course will contain all phases of the media -- print, radio, TV, & online. Emphases on asking pertinent questions & then building a story line. Students will be expected to create editorials & features as they pertain to different media groups. (F)"
jmc-3303,jmc,3303,Introduction to Advertising,3 Credit Hours.,"Prerequisite: 1013, 2033 or permission. Survey of the field of advertising and career areas within the field with emphasis on the relationship between marketing and advertising and the media which serve as channels of advertising communication. (F)"
jmc-3333,jmc,3333,Advertising Research,3 Credit Hours.,"Prerequisite: 1013, 2033, 3303. Introduction to concepts of research. Survey and use of secondary and primary data sources as basis for formulating basic advertising plans, including advertising and communications goals and objectives. (Sp)"
jmc-3353,jmc,3353,Advertising Copy and Layout,3 Credit Hours.,"Prerequisite: 1013, 2033, 3303 or permission. Principles and their application in advertising design and copywriting. Stress on the analysis of appropriate appeals and the development of advertising concepts to convey these through the various media. Emphasis on practice in making rough layouts and writing finished copy. (Sp)"
jmc-3363,jmc,3363,Advertising Media,3 Credit Hours.,"Prerequisite: 1013, 2033, 3303. Characteristics of the major advertising media. Problems of rates, coverage and costs of using various media mixes. Emphasis on the planning of the media schedule and its relationship to the creative strategy. (F)"
jmc-3383,jmc,3383,Digital Design II,3 Credit Hours.,"Prerequisite:JMC 1013,JMC 2033,JMC 3303,JMC 3333,JMC 3353or permission from instructor. This course will provide students with instruction in how to create enhanced design work. Coursework will advance design capabilities using the latest digital design software and will prepare students to handle projects in the field of graphic design. Learn concepts relevant to graphic design in order to further develop creativity & personal design aesthetic. (F, Sp)"
jmc-3393,jmc,3393,Advanced Copywriting,3 Credit Hours.,"Prerequisite: 1013, 2033, 3303, 3333, 3353. Extended practice in application of creative copy principles for major advertising media including newspapers, magazines, radio and television. (Irreg.)"
jmc-3413,jmc,3413,Introduction to Public Relations,3 Credit Hours.,"Prerequisite: 1013, 2033. The history, scope, ethics and functions of public relations. Particular attention given to ways of gaining public support for an activity, cause, movement or institution. (F, Sp)"
jmc-3423,jmc,3423,Public Relations Writing,3 Credit Hours.,"Prerequisite: 1013, 2033, 3413. Fundamentals and practice in preparation of public relations copy for various media and channels, including news and feature stories, photo captions, public service broadcasts and telecasts, viewbooks, annual reports, plans-programs memos, speeches, letters and direct mail materials. Techniques in dealing with management and various publics, including the news media. Laboratory (Sp)"
jmc-3433,jmc,3433,Public Relations Publications,3 Credit Hours.,"Prerequisite: 1013, 2033, 3413, 3423. Planning, writing and producing company and institution magazines with special emphasis on design, layout and content. Laboratory (F)"
jmc-3440,jmc,3440,Mentored Research Experience,3 Credit Hours.,"0 to 3 hours. Prerequisites:ENGL 1113or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)"
jmc-3443,jmc,3443,Event Planning,3 Credit Hours.,"Prerequisite:JMC 1013,JMC 2033,JMC 3413or permission from instructor. This course explains how the event planning business works and what event planners do - from small parties to big corporate events. Elements covered include design, project management, site selection and development, safety and security, food and beverage service, and entertainment. (F)"
jmc-3504,jmc,3504,Introduction to Professional Writing,4 Credit Hours.,"Prerequisite:JMC 1013,JMC 2033,JMC 3011or concurrent enrollment inJMC 3011, and instructor permission. Basic theory, orientation and fundamental techniques of fiction writing. (F, Sp)"
jmc-3534,jmc,3534,Professional Writing:  Magazine Writing,4 Credit Hours.,"Prerequisite: 1013, 2033, 3023 or 3504. Research, preparation, technical devices, marketing of the nonfiction article or book. Study of current trends, with emphasis on magazine nonfiction. (Irreg.)"
jmc-3613,jmc,3613,Electronic Field Production,3 Credit Hours.,"Prerequisite: 2033, 2644 and/or 2623 or concurrent enrollment. Single-camera field production. Studies in methods for visual storytelling with electronic media. Students learn to gather, evaluate and post-produce content for traditional and emerging new media. (F, Sp)"
jmc-3633,jmc,3633,Audio Production,3 Credit Hours.,"Prerequisite: 1013, 2033. Studies in audio technology, recording techniques and technology, audio for television, film, radio and other distribution technologies. The study of processes including foley, synchronization, live mixing, talent microphone techniques, and audio engineering. Production of multiple audio elements for a variety of applications including news, advertising, promotion and others. (F, Sp)"
jmc-3653,jmc,3653,Radio News,3 Credit Hours.,"Prerequisite: 2033 and 3003 or 2623. Study and practice of writing, editing and preparation of radio newscasts. (F)"
jmc-3663,jmc,3663,Electronic News Gathering Techniques,3 Credit Hours.,"Prerequisite: 2033 and 3003. The history, theory and application of electronic news gathering techniques. Students learn to gather audiovisual information, evaluate it, edit it, and prepare the data for distribution through traditional and emerging news media. (F, Sp)"
jmc-3673,jmc,3673,Radio-Television Sales,3 Credit Hours.,"Prerequisite: 1013 and 2033. Interpretation of sales, market and media data used in making sales presentations on behalf of radio and television media. Emphasis is on creative use of these data regarding sales problems. (Irreg.)"
jmc-3683,jmc,3683,Interactive Multimedia,3 Credit Hours.,"Prerequisite: 2033 and 3003 or permission of instructor. Description and history of interactive multimedia. Students explore current uses of these new technologies and receive instruction in practical application. Students conceive and design iam programs, incorporating computer graphics, text, animation, audio and video. (F, Sp)"
jmc-3703,jmc,3703,Photojournalism,3 Credit Hours.,Prerequisite: 3143. Assignments include preparation of portfolio involving techniques to add interest to photographic content and two photo stories submitted for sale to news and magazine editors. Laboratory (Irreg.)
jmc-3713,jmc,3713,History of Motion Media,3 Credit Hours.,"Prerequisite: 2644 and 2683, or permission of instructor. History and development of film, television and emerging media as a communication medium. Varied critical perspectives are offered; exemplary media presented, preceded by lectures on history and technique, followed by discussion periods. (Irreg.)"
jmc-3723,jmc,3723,Introduction to Documentary,3 Credit Hours.,"Prerequisite: 1013 and 2644, or permission of instructor. History and development of the documentary medium. Varied perspectives are offered; exemplary films and videos are presented, preceded by lectures on history and technique. Includes discussion periods and practice. (Irreg.)"
jmc-3753,jmc,3753,Electronic Media Criticism,3 Credit Hours.,"Prerequisite: 1013, 2033. Offers basic skills to interpret the role that internet, video, film and audio play as a cultural force in society. Students will learn to become critical analysts of media texts. (Sp)"
jmc-3763,jmc,3763,Visual Writing and Aesthetics,3 Credit Hours.,"Prerequisite: 2033, 2644. Course covers how shots and their sequencing communicates specific messages to audiences. Focus is on writing short-form dramatic scripts. Students, using visual language as a basis, will script a television series or a number of short films. (F, Sp)"
jmc-3773,jmc,3773,Television News,3 Credit Hours.,"Prerequisite: 3003, 3013, 3063 and 3663. Television news principles and practice in use of ENG (electronic news gathering), editing of video tape stories and preparation of television news programs. Laboratory (F, Sp)"
jmc-3800,jmc,3800,Internship,2-3 Credit Hours.,"2 or 3 hours. Prerequisite: 3.00 grade point average required with a total of 75 semester hours completed of which 15 semester hours are required in JMC. Variable Credit, student may choose 2 or 3 credit hours. May be repeated; maximum 6 credit hours. Participation in supervised intern experience; grade of S or U based on work performance, regular reports, on-site supervisor evaluation. (F, Sp, Su)"
jmc-3960,jmc,3960,Honors Reading,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of content; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program; covers materials not usually presented in regular courses. (F, Sp, Su)"
jmc-3970,jmc,3970,Honors Seminar,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of content; maximum credit six hours. Projects vary; deal with concepts no usually presented in regular coursework. (F, Sp, Su)"
jmc-3980,jmc,3980,Honors Research,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of content; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work at a special project in the student's field. (F, Sp, Su)"
jmc-3990,jmc,3990,Independent Study,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: permission of instructor and junior standing. May be repeated once with change of content; maximum credit six hours. Independent study may be arranged to study a subject not available through regular course offerings. (F, Sp, Su)"
jmc-4013,jmc,4013,Reporting Public Affairs,3 Credit Hours.,"Prerequisite: 3003 and 3013 or graduate standing. Coverage of government news at the local level with special attention on court procedures, assessments, taxes, budgets and current city, county, state and school problems. Practical experience on city hall and courthouse assignments. (F)"
jmc-4033,jmc,4033,Magazine Production,3 Credit Hours.,"Prerequisite: 3003 and 3153. Focuses on the overall business structure of the magazine industry and how to create a business plan for a magazine start up. Explores the creative side of magazine, creating a magazine prototype that accompanies the publication's business plan. The class focuses on what is required to take a magazine from concept to sustainable circulation. No student may earn credit for both 4033 and 5033. (F, Sp)"
jmc-4183,jmc,4183,Advanced Multimedia Journalism,3 Credit Hours.,"Prerequisite: 3003, 3013, any two skills streams, or permission of instructor. Advanced instruction in multimedia journalism, with focus on producing news and information content using text, photography, audio and video for a web-based product. No student may earn credit for both 4183 and 5183. (F, Sp)"
jmc-4193,jmc,4193,Principles of Media Entrepreneurship,3 Credit Hours.,"(Slashlisted withJMC 5193) Prerequisite:JMC 1013andJMC 2033. An in-depth examination of media entrepreneurship and distribution in the digital age. Students will learn how to create their own company, design a business plan, create budgets, and find financial backers and sponsors. Current approaches to marketing and distributing media products of various forms to the media industry will also be explored. No student may receive credit for both 4193 and 5193. (F, Sp, Su)"
jmc-4223,jmc,4223,Digital Advertising,3 Credit Hours.,"(Slashlisted withJMC 5223) Prerequisite:JMC 1013,JMC 2033and JMC 3033. Recognizing the growing importance of newly emerging forms of advertising/promotions using non-traditional or alternative media, this course is designed to explore a new view of advertising in the current marketing/media environments.  Along with learning the traditional advertising theories, students will understand how to effectively measure the use of interactive advertising media.  No student may earn credit for both 4223 and 5223. (Irreg.)"
jmc-4233,jmc,4233,Advertising Portfolio,3 Credit Hours.,"(Slashlisted with 5233) Prerequisite: 1013, 2033, 3303, 3353. Designed for students interested in advertising copywriting, art direction, account planning, advertising media, and advertising account management.  Students will learn how to create an advertising portfolio by exploring all aspects of portfolio creation and strategies for marketing it to real professionals.  No student may earn credit for both 4233 and 5233.  (Irreg.)"
jmc-4243,jmc,4243,Strategic Fashion Communication,3 Credit Hours.,"(Slashlisted withJMC 5243) Prerequisite: 1013, 2033, 3303, 3413. Offers both a critical and practical exploration of the fashion communication business covering the complete cycle of the fashion industry from the concept and production stages to marketing campaigns, product sales, and events planning.  Focusing on the lifecycle of the fashion brand. No student may earn credit for both 4243 and 5243.  (Irreg.)"
jmc-4253,jmc,4253,British Media Studies,3 Credit Hours.,"(Slashlisted withJMC 5253) Prerequisite:JMC 1013,JMC 2033, and permission of instructor. Critical analysis of the products of the media and the impact that the British media have upon their and our culture. Students will gain the ability to understand similarities and differences in British and American media cultures. No student may earn credit for both 4253 and 5253. (Irreg.)"
jmc-4263,jmc,4263,British News Media Systems,3 Credit Hours.,"(Slashlisted withJMC 5263) Prerequisite: junior standing and permission of instructor. Examines the structure, role, history and future of the news media in the United Kingdom and Europe. Covers print, broadcast, and web-based news media, with particular emphasis on broadcast/journalism and the current challenges it faces. There will be site visits to advertising and public relations agencies. Students will learn about the role of public service media in the U.K. as well as more market-based media. Explores how U.S. media companies operate outside their home country and the issues they face. No student may earn credit for both 4263 and 5263. (Irreg.)"
jmc-4273,jmc,4273,Communicating Culture Tourism Media: Concepts and Theory,3 Credit Hours.,"(Slashlisted withJMC 5273) Prerequisite:JMC 1013,JMC 2033&JMC 3413& permission from instructor; corequisiteJMC 4283. Through an immersion experience in an international location, students will analyze the cultural traditions and history of modern travel media. Studies include the major contexts and motives of tourism, as well as the foundations of contemporary forms of travel media. No student may earn credit for both 4273 and 5273. (Irreg.)"
jmc-4283,jmc,4283,Communicating Culture Tourism Media: Travel Genres,3 Credit Hours.,"(Slashlisted withJMC 5283) Prerequisite:JMC 1013,JMC 2033,JMC 3413& permission of instructor; corequisiteJMC 4273. Through an immersion experience in an international location, this course will teach students the elements of narrative storytelling for media, and give them opportunities to hone and develop their individual writing styles through applied assignments. Students will gain the strategic and applied skills for feature-style writing that will allow them to produce media that meet professional standards. No student may earn credit for both 4283 and 5283. (Irreg.)"
jmc-4303,jmc,4303,International Advertising,3 Credit Hours.,(Slashlisted withJMC 5303; Crosslisted withMKT 4303) Prerequisite:JMC 3303or special permission from instructor. May be repeated with change of subject matter; maximum credit six hours. Designed to provide basic understanding of advertising and culture that applies to advertising in non-American locations. No student may earn credit for both 4303 and 5303. (Irreg.)
jmc-4323,jmc,4323,Advertising Account Planning,3 Credit Hours.,"(Slashlisted with 5323) Prerequisite: 3303. Discussion and practice of the advertising agency function of representing the target audience. Emphasis on learning to think like a consumer. Incorporates creativity, market research, consumer behavior and critical thinking to help in understanding target audiences. No student may earn credit for both 4323 and 5323. (F)"
jmc-4333,jmc,4333,Contemporary Problems in Advertising,3 Credit Hours.,"(Slashlisted with 5333) Prerequisite: 1013, 2033, 3303, 3333. Survey of contemporary problems in advertising, including current social and economic criticisms, legal and self-regulation problems, and agency and media-related problems. No student may earn credit for both 4333 and 5333. (F)"
jmc-4343,jmc,4343,Advertising Campaigns,3 Credit Hours.,"Prerequisite: 1013, 2033, 3303, 3333, 3353, 3363 and senior standing. This is the senior capstone course for the advertising sequence. Working as members of competitive advertising agency teams, students research, plan, develop marketing, creative and media strategy and make formal presentations to a major client for a complete advertising campaign. Laboratory (F, Sp) [V] 
."
jmc-4353,jmc,4353,Cinematography,3 Credit Hours.,"(Slashlisted withJMC 5353) Prerequisite:JMC 1013,2033andJMC 2644. Students will learn to use light, camera and color correction to craft moving images, create mood and tell stories. Students will also gain an understanding of seminal cinematographers from around the world, their work and aesthetic sensibilities. No student may receive credit for both 4353 and 5353. (F, Sp)"
jmc-4363,jmc,4363,Data Journalism,3 Credit Hours.,"(Slashlisted withJMC 5363) Prerequisite:JMC 1013andJMC 2033or permission from instructor. Introduction to the basic concepts and skills necessary to use numerical, statistical, geographical and survey data as a way of telling compelling fact-based stories. Stories may be used as news, strategic or narrative products. Data can be used in all of Gaylord fields from journalism to professional writing. Class builds skills in finding, cleaning, analyzing, interpreting and then using data. No student may earn credit for both 4363 and 5363. (F, Sp)"
jmc-4373,jmc,4373,Media Psychology,3 Credit Hours.,"(Slashlisted withJMC 5373) Prerequisite:JMC 1013andJMC 2033or Instructor permission. Focus on cognitive and emotional processing of media. Topics cover: how do media impact our thoughts, feelings and behaviors, how and when we change our attitudes, what the media teach us about the world, how we pay attention to television, print media, and the Internet, how we respond emotionally, and how we decide what is real. Psychological theories reviewed. No student may earn credit for both 4373 and 5373. (F, Sp)"
jmc-4403,jmc,4403,Public Relations Campaigns-Capstone,3 Credit Hours.,"Prerequisite: 1013, 2033, 3413, 3423, 3433. Capstone course for the Public Relations sequence. Detailed analysis of current case studies in the planning, execution and evaluation of public relations programs and projects, including practical work in the field. Emphasis given to fact finding, researching publics, setting objectives, planning the program/project, execution and evaluation. (Sp) [V]
."
jmc-4413,jmc,4413,Crisis Communication,3 Credit Hours.,"Prerequisite: 3413 or instructor permission. Examine strategic communication practices throughout the three stages of a crisis event. Special emphasis is placed on crisis planning, media relationships, image restoration, ethical responses, and organizational learning. No student may earn credit for both 4413 and 5413. (F, Sp)"
jmc-4423,jmc,4423,Public Relations Case Studies,3 Credit Hours.,"(Slashlisted with 5423) Prerequisite: 1013, 2033, 3413. Designed to demonstrate how to apply public relations theory to a wide range of possible situations. Requires the student to adapt the communications and PR models learned in the public relations principles course to a number of case studies and problems. No student may earn credit for both 4423 and 5423. (Irreg.)"
jmc-4433,jmc,4433,Sports Public Relations,3 Credit Hours.,"(Slashlisted with 5433) Prerequisite: 1013, 2033, 3413. A study of public relations as it is practiced in the sports industry featuring guest and video presenters representing various sports publicity, promotion and public relations positions. Includes representatives of newspaper, television, and radio sports departments. No student may earn credit for both 4433 and 5433. (Irreg.)"
jmc-4453,jmc,4453,Public Relations Research,3 Credit Hours.,"(Slashlisted with 5453) Prerequisite: 3413. To build skills in the use of various public relations research methodologies available for exploratory, evaluation, and management assessment of programs. No student may earn credit for both 4453 and 5453. (Sp)"
jmc-4463,jmc,4463,Public Relations Management,3 Credit Hours.,"Prerequisite: 3413 or graduate standing. Theory and concepts of public relations as a management function. Emphasis on practical applications and case studies. Topics explored, in seminar fashion, include social and organizational contexts of public relations management, systems and strategies for planning, implementing and evaluating public relations activities, and tasks involved in public relations management. (F, Sp)"
jmc-4473,jmc,4473,Social Media Marketing,3 Credit Hours.,"(Slashlisted withJMC 5473) Prerequisite: junior standing; majors only;JMC 1013,JMC 2033andJMC 3413. Social Media Marketing explores the most effective marketing strategies and tactics used by brands to engage with consumers on each social media platform. You'll study best practices in social media marketing and apply them to the eight-step social media-planning model to construct an extensive real world social media marketing plan for a client. No student may receive credit for both 4473 and 5473. (F, Sp, Su)"
jmc-4483,jmc,4483,Global and International Public Relations,3 Credit Hours.,"(Slashlisted withJMC 5483). Prerequisite:JMC 1013,JMC 2033andJMC 3413. Investigate current issues in global public relations practice. Students will examine how political, socio-economic, cultural, and historical particularities, together with pop culture, influence modern public relations practice. Students will also learn what role the social media plays in shaping global public relations strategies, as well as what role globalization plays in shaping strategic communication messages on international markets. No student may receive credit for both 4483 and 5483. (F, Sp, Su)"
jmc-4503,jmc,4503,Tutorial in Writing,3 Credit Hours.,"Prerequisite: 1013, 2033, 3504, 3514 and permission. May be repeated once for credit; maximum credit six hours. May accompany 3514 with permission. Individual conferences devoted entirely to preparation, criticism, editing and preparation for marketing of the student's original manuscript, both fiction and nonfiction. (F, Sp)"
jmc-4514,jmc,4514,Writing the Novel,4 Credit Hours.,"Prerequisite: 1013, 2033, 3504 and 3514; or permission. May be repeated; maximum credit eight hours. Analysis of the practical creative problems involved in writing novels. Instruction in specific approaches and techniques useful in plotting, characterization, setting, scene, etc. Supervised writing of a novel by each student. (F, Sp)"
jmc-4524,jmc,4524,Writing the Short Story,4 Credit Hours.,"(Slashlisted withJMC 5524) Prerequisite: majors only;JMC 1013,JMC 2033,JMC 3504and permission of instructor or department. Techniques and theory of fiction writing and plots, with emphasis on current American short stories. No student may earn credit for both 4524 and 5524. (F, Sp)"
jmc-4533,jmc,4533,Mystery Writing,3 Credit Hours.,"(Slashlisted withJMC 5533) Prerequisite:JMC 3504. A survey and discussion of the various popular forms that are used in the creation of commercial crime stories in fiction and film. This look at the most popular forms of crime writing and their rationales has the intention of allowing students to develop their own crime writing projects to better fit the prevailing markets. No student may earn credit for both 4533 and 5533. (F, Sp)"
